Official Code 2001 Edition,Act Number,Section of Act,Law Number,Type of Change,Act Type,Expiration Date,Bill Title,DCR Cite
47-1808.01,20-449,7012(c)(8),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1808.03,20-449,7012(c)(9),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1808.03,20-377,7022(c)(9),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1808.03,20-424,7012(c)(9),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1808.10,20-424,7072(d),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-1808.10,20-449,7072(d),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1808.10,20-377,7082(d),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1808.11,20-377,7082(d),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1808.11,20-449,7072(d),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1808.11,20-424,7072(d),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-1810.02,20-377,7022(c)(10),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1810.02,20-449,7012(c)(10),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1810.02,20-424,7012(c)(10),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1810.04,20-449,7012(c)(11),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1810.04,20-424,7012(c)(11),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1810.04,20-377,7022(c)(11),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1812.08,20-522,2,PEND,Note,T,,Standard Deduction Withholding Clarification Temporary Act of 2014,61-13108
47-1812.08,20-510,2,NA,Note,E,03/08/15,Grandparent Caregivers Program Subsidy Transfer Emergency Amendment  Act of 2014,61-12717
47-1812.11c,20-481,103,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
47-1812.11c,20-424,1113,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1812.11c,20-449,1113,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1812.11c,20-377,1113,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1817.01,20-461,2(o),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-1817.01,20-555,2(u)(1),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-1817.01,20-424,7172,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-1817.01,20-449,7172,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-1817.01,20-377,7182,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-1817.07a,20-514,2(b),PEND,New Section,,,Promoting Economic Growth and Job Creation Through Technology Act of 2014,61-13072
47-1817.07a,20-514,3,PEND,Note,,,Promoting Economic Growth and Job Creation Through Technology Act of 2014,61-13072
47-2001,20-449,7012(d),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2001,20-377,7022(d),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2001,20-424,7012(d),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2002,20-449,7043(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2002,20-377,7053(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2002,20-449,7012(d-1),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2002,20-461,2(l)(3),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-2002,20-424,7043(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2002,20-555,2(p),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-2005,20-538,101,PEND,Amend,,,Trash Compactor Tax Incentive Act,62-00227
47-2005,20-538,301(a),PEND,Note,,,Behavioral Health System of Care Act,62-00231
47-2401,20-424,7012(e)(1),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2401,20-449,7012(e)(1),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2401,20-424,7012(e)(2),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2401,20-377,7022(e)(2),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2401,20-377,7022(e)(1),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2401,20-449,7012(e)(2),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2402,20-449,7012(e)(3),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2402,20-377,7053(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2402,20-424,7043(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2402,20-377,7022(e)(3),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2402,20-449,7043(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2402,20-424,7012(e)(3),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2402.01,20-449,7012(e)(4),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2402.01,20-377,7022(e)(4),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2402.01,20-424,7012(e)(4),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2403,20-377,7022(e)(5),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2403,20-449,7012(e)(5),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2403,20-424,7012(e)(5),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2404,20-424,7012(e)(6),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2404,20-377,7022(e)(6),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2404,20-449,7012(e)(6),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2405,20-424,7012(e)(7),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2405,20-449,7012(e)(7),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2405,20-377,7022(e)(7),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2408,20-424,7012(e)(8),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2408,20-449,7012(e)(8),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2408,20-377,7022(e)(8),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2422,20-449,7012(e)(9),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2422,20-377,7022(e)(9),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2422,20-424,7012(e)(9),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2425,20-377,7022(e)(10),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2425,20-449,7012(e)(10),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2425,20-424,7012(e)(10),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2826,20-377,3003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-2826,20-449,3003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-2826,20-424,3003,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-2829,20-489,4,PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
47-2862,20-426,5,PEND,Amend,,,Wage Theft Prevention Act,61-10157
47-2862,20-426,5,PEND,Amend,,,Wage Theft Prevention Act,61-10157
47-2862,20-426,7,PEND,Note,,,Wage Theft Prevention Act,61-10157
47-3701,20-424,7012(f)(1),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-3701,20-377,7022(f)(1),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-3701,20-449,7012(f)(1),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-3702,20-377,7022(f)(2),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-3702,20-424,7012(f)(2),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-3702,20-449,7012(f)(2),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-3703,20-424,7012(f)(3),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-3703,20-377,7022(f)(3),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-3703,20-449,7012(f)(3),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-3705,20-424,7012(f)(4),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-3705,20-377,7022(f)(4),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-3705,20-449,7012(f)(4),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-3723,20-424,7012(f)(5),PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
47-3723,20-377,7022(f)(5),NA,"Note, Repeal",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-3723,20-449,7012(f)(5),NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4203,20-377,7133,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4203,20-377,7132(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4203,20-424,7123,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4203,20-449,7122(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4203,20-424,7122(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-4203,20-449,7123,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4204,20-377,7133,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4204,20-424,7122(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-4204,20-449,7122(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4204,20-377,7132(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4204,20-449,7123,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4204,20-424,7123,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4214,20-449,7122(c),NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4214,20-377,7133,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4214,20-449,7123,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4214,20-377,7132(c),NA,"Note, Repeal",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4214,20-424,7122(c),PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
47-4214,20-424,7123,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4215,20-424,7122(c),PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
47-4215,20-449,7122(c),NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4215,20-424,7123,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4215,20-377,7132(c),NA,"Note, Repeal",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4215,20-449,7123,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4215,20-377,7133,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4304.01,20-461,2(j),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
47-4304.01,20-449,7002,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4304.01,20-424,7002,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-4304.01,20-555,2(i),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
47-4304.01,20-377,7002,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4325,20-424,7113,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4501,20-481,267(a),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
47-4504,20-481,267(b),NA,Note Repeal,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
47-4512,20-481,267(c),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
47-4605,20-377,7102,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4605,20-424,7092,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-4605,20-449,7092,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4624,20-377,7032,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4624,20-449,7022,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4624,20-424,7022,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-4625,20-377,7122,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4625,20-449,7113,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4625,20-424,7112,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
47-4656,20-449,7184,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4656,20-424,7184,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
47-4656,20-377,7194,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4658,20-526,2,NA,Note,E,03/18/15,Parkside Parcel E and J Mixed-Income Apartments Tax Abatement Emergency Amendment Act of 2014,61-13117
47-4662,20-377,7072(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4662,20-424,7062(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
47-4662,20-449,7062(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4663,20-556,203(b),PEND,New Section,P,,Soccer Stadium Development Act,62-00438
47-4663,20-557,203(b),NA,"Note, New Sec",E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
47-4801 - 47-4812,20-449,7142(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
47-4801 - 47-4812,20-377,7152(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
47-4801 - 47-4812,20-424,7142(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
48-0311 - 48-313,20-483,2 - 4,PEND,New Section,,,Food Policy Council and Director Establishment Act of 2014,61-12160
48-0314,20-483,5,PEND,New Section,,,Food Policy Council and Director Establishment Act of 2014,61-12160
48-0315,20-483,6,PEND,New Section,,,Food Policy Council and Director Establishment Act of 2014,61-12160
48-1001 - 48-1005,20-473,3,PEND,Repeal,,,Repeal of Prostitution Free Zones Amendment Act,61-12117
48-1213,20-377,3062,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
48-1213,20-424,3062,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
48-1213,20-449,3062,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0301.25a,20-489,2(h),PEND,New Section,,,Transportation Network Services Innovation Act,61-12430
50-0301.25b,20-489,2(h),PEND,New Section,,,Transportation Network Services Innovation Act,61-12430
50-0301.29a - .29g,20-489,2(k),PEND,New Section,,,Transportation Network Services Innovation Act,61-12430
50-0303,20-489,2(a),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0305,20-481,317,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
50-0307,20-489,2(b),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0307.02,20-489,2(c),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0309.02,20-489,2(d),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0311,20-489,2(e),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0312,20-489,2(f),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0320,20-489,2(g),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0326,20-489,2(i),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0329,20-489,2(j),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0329.01,20-489,2(l),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0329.02,20-489,2(m),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0329.03,20-489,2(n),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0329.05,20-489,2(o),PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0381,20-489,3,PEND,Amend,,,Transportation Network Services Innovation Act,61-12430
50-0907 et al.,20-377,7009,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
50-0907 et al.,20-449,7009,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0907 et al.,20-424,7009,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
50-0921.01a,20-503,2(a),PEND,New Section,,,Public Space Enforcement Amendment Act of 2014,61-12690
50-0921.02,20-424,8002,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
50-0921.02,20-377,8002,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
50-0921.02,20-449,8002,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0921.04,20-449,6022,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0921.04,20-449,6012,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0921.04,20-449,6032(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
50-0921.04,20-377,6032,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
50-0921.04,20-377,6042(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
50-0921.04,20-424,6032(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
50-0921.04,20-503,12(b),PEND,Note,,,Public Space Enforcement Amendment Act of 2014,61-12690
50-0921.04,20-424,6022,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
